student_id,activity_id,req_group_id
15359,2624564,129246
16088,2628042,130485
14286,2634755,132525
14282,2631761,131580
13943,2635035,132632
13089,2633738,132148
15223,2635884,132756
15436,2633636,132122
16240,2627097,130227
15252,2627493,130359
15435,2633749,132161
15381,2631874,131593
15112,2624554,129235
14012,2629038,130788
14009,2624385,129149
12003,2634701,132503
13951,2630853,131262
14183,2629246,130895
15266,2631909,131648
11718,2635009,132609
15136,2626926,130156
13017,2626964,130194
15106,2628884,130738
16035,2632068,131748
15122,2627115,130251
15124,2631761,131580
16554,2624407,129165
16113,2628312,130572
12909,2634692,132490
16451,2632226,131782
14282,2628312,130576
15335,2627493,130359
15513,2631874,131595
15096,2628884,130737
15251,2627070,130206
15368,2626166,129884
14408,2628856,130707
15392,2631374,131422
16044,2627787,130376
14002,2634360,132387
15276,2635193,132662
12970,2629254,130903
12729,2627378,130332
15401,2624544,129227
14358,2624210,129041
14117,2624210,129041
14358,2635009,132611
12064,2629276,130929
15096,2628884,130735
15108,2627493,130358
15193,2627493,130358
12069,2629370,130968
16519,2635466,132705
15272,2628776,130698
15062,2633749,132163
14109,2634749,132519
15335,2633760,132170
15071,2631955,131672
15015,2624549,129231
15272,2628870,130729
14049,2635022,132626
14092,2634405,132432
12923,2625751,129755
14006,2624221,129052
16554,2624429,129190
13089,2633727,132143
14166,2627297,130277
15096,2631969,131691
16191,2635703,132724
16419,2629684,131158
12056,2624157,129015
15026,2631761,131581
13910,2634983,132588
15064,2628776,130698
14080,2630853,131253
12796,2626795,130104
12872,2631761,131580
12773,2634683,132479
16088,2628312,130567
15196,2631867,131585
12923,2625731,129735
16035,2631532,131427
16309,2628087,130508
12643,2634692,132491
16419,2635462,132696
15196,2631888,131606
15368,2626926,130158
16112,2626735,130055
15096,2628856,130707
15444,2626917,130147
14049,2634692,132494
12006,2634378,132403
16338,2631532,131448
14006,2624199,129033
15480,2631374,131422
15091,2628776,130701
15381,2633771,132183
16300,2632226,131784
16451,2635703,132723
15335,2633716,132128
16419,2633519,132047
16164,2628087,130504
14377,2634996,132601
16165,2626815,130132
16104,2624418,129174
15020,2624569,129250
16554,2624307,129113
12790,2634242,132342
16044,2627808,130413
15556,2627936,130441
15430,2630208,131170
15381,2628884,130737
14550,2634983,132577
16044,2627629,130371
16309,2628042,130460
14373,2628884,130735
16419,2633519,132081
14196,2635009,132604
12698,2630718,131225
16714,2624816,129328
13951,2624221,129058
15554,2632068,131749
15193,2635880,132752
14291,2630853,131251
15532,2624385,129142
15020,2626935,130166
16396,2633493,132014
15452,2633760,132170
16585,2628087,130489
15153,2626935,130166
12714,2629292,130943
15223,2626121,129834
14487,2626917,130151
15186,2624554,129235
15096,2628870,130729
15040,2626953,130184
16544,2627787,130387
16259,2627787,130388
15123,2624549,129230
14049,2624221,129053
14121,2634758,132528
15411,2624464,129221
12006,2634360,132387
15272,2628884,130735
16044,2627808,130399
16419,2633519,132082
12645,2624243,129080
16631,2632226,131782
10555,2625741,129744
15128,2626139,129858
15266,2631976,131713
14243,2634996,132596
16109,2627106,130236
15193,2635466,132704
15438,2624307,129116
16389,2632068,131751
16309,2632068,131749
14291,2634996,132601
14456,2635193,132661
16109,2626964,130194
15135,2624564,129244
16396,2632226,131781
13072,2624243,129083
16101,2626476,129976
14481,2631532,131436
13917,2629224,130876
14166,2627307,130294
16396,2633519,132066
11798,2634254,132352
16422,2627115,130251
14281,2631761,131579
14117,2634692,132489
13107,2628387,130588
12642,2634701,132497
16104,2624440,129205
15554,2632068,131750
15217,2626506,130008
12053,2629292,130940
13027,2626926,130162
14356,2634752,132522
12762,2630967,131336
14279,2630853,131254
15091,2628856,130717
15182,2635193,132661
14115,2626245,129936
16028,2631374,131419
15335,2633716,132127
12744,2634683,132484
15096,2631909,131657
16419,2635462,132695
16113,2628312,130573
14098,2635035,132630
16302,2624440,129205
15186,2626944,130175
14111,2632026,131744
16396,2633467,131988
14121,2624157,129015
16264,2631374,131419
15141,2635884,132755
15507,2626157,129871
15196,2624301,129110
14115,2626935,130165
15017,2626953,130187
15053,2626121,129840
13042,2634378,132401
12731,2629594,131094
15123,2626935,130171
16027,2626775,130083
15064,2633749,132159
16336,2635703,132723
11912,2634146,132279
14291,2624210,129050
16036,2628042,130463
12064,2629224,130880
14117,2624221,129057
14063,2629382,130983
16633,2624418,129174
12771,2630703,131210
14242,2627936,130441
12003,2634996,132600
16428,2630208,131170
15361,2626944,130176
14282,2628856,130708
16582,2628312,130548
12859,2624554,129237
12006,2629382,130984
13089,2631955,131676
14282,2631909,131649
11800,2634254,132350
14286,2634740,132510
12850,2630853,131255
12003,2634224,132322
16118,2631374,131420
14282,2631948,131670
15649,2631969,131686
14211,2634758,132528
15348,2627493,130358
15091,2628884,130735
14092,2629388,130988
16714,2624569,129251
10942,2634692,132491
15436,2631374,131419
15511,2627493,130360
16131,2626715,130033
15027,2631867,131589
14316,2627115,130248
16292,2627088,130223
15511,2633760,132170
14243,2630873,131267
16219,2631532,131431
15164,2627493,130360
15071,2631881,131602
16609,2635703,132724
15381,2631909,131647
15112,2624549,129230
15062,2631976,131716
12003,2634674,132472
15148,2633716,132131
13027,2626917,130150
15122,2626506,130005
15438,2624301,129110
16399,2624816,129328
14022,2629578,131078
12700,2625736,129740
14351,2631761,131581
15195,2626935,130169
16470,2632209,131763
14092,2630853,131248
14485,2627787,130380
15363,2626259,129947
15195,2624564,129246
15186,2624549,129231
14291,2630873,131269
15276,2633749,132159
15335,2628312,130547
15452,2633749,132161
14187,2630812,131243
12994,2625549,129678
12970,2629284,130938
16027,2626815,130123
15381,2633716,132133
15196,2631895,131614
16309,2628087,130490
15452,2631895,131615
16309,2628042,130461
15188,2628884,130739
13089,2631867,131586
16309,2628087,130511
15096,2633727,132139
14433,2628776,130699
16419,2633405,131967
15484,2635466,132700
15532,2635466,132702
12064,2629224,130881
16520,2626486,129991
14092,2629376,130977
16396,2632226,131780
15450,2627493,130359
15196,2631962,131679
15123,2624554,129235
14377,2630873,131270
15368,2626148,129866
16022,2624418,129181
12830,2630943,131313
15122,2626496,129999
10555,2625731,129735
15198,2627493,130359
16343,2628087,130494
15027,2633716,132134
16044,2624407,129164
15554,2628087,130490
14282,2628870,130722
14686,2634387,132409
12629,2635035,132636
14157,2624221,129054
15136,2635900,132772
12030,2625751,129754
12959,2627808,130396
16520,2627629,130369
11796,2626917,130152
14290,2629284,130932
14092,2634360,132382
16036,2628042,130447
12718,2630706,131213
15148,2632068,131749
14550,2624221,129053
16165,2626715,130034
13958,2625684,129711
14358,2624232,129068
16309,2635462,132695
16024,2624407,129164
15070,2627493,130360
15123,2624559,129242
12003,2634242,132339
16309,2635466,132699
13203,2628087,130493
16338,2628042,130451
15266,2631909,131651
11798,2624210,129043
15507,2624396,129159
16028,2627936,130439
16542,2630329,131176
15335,2633716,132130
15017,2626926,130159
15035,2631895,131613
12920,2634242,132341
16240,2626456,129954
11962,2635009,132611
16309,2628042,130459
12934,2634248,132347
15104,2633738,132155
14260,2634761,132531
12629,2634996,132591
15153,2624554,129235
14279,2635009,132611
15368,2626157,129872
15272,2628856,130708
16104,2627115,130250
16101,2627070,130201
16336,2636155,132812
14241,2624165,129022
15020,2624554,129235
16582,2626815,130125
15135,2626917,130152
15452,2633749,132166
13943,2630873,131269
14356,2624157,129015
15048,2631867,131586
16264,2627936,130439
14351,2626518,130017
15112,2627319,130297
14449,2632026,131744
16115,2635661,132719
15065,2627307,130292
15188,2626815,130132
12827,2634674,132471
12986,2628387,130585
14351,2628884,130743
14157,2624210,129042
14002,2634701,132498
16519,2629684,131159
15043,2625899,129801
13910,2635022,132623
14070,2634983,132586
14373,2628856,130708
15253,2633749,132161
11723,2634242,132341
16428,2626259,129947
11957,2624161,129017
15040,2624549,129230
15251,2624429,129194
16057,2632068,131749
16259,2624429,129193
14070,2635035,132638
11718,2635035,132635
15136,2626953,130183
12642,2625736,129740
15283,2635193,132664
15335,2627493,130358
14356,2625611,129691
12053,2629300,130950
15361,2626926,130158
14121,2634746,132516
15141,2624554,129234
14316,2626486,129987
15592,2631867,131588
12980,2630812,131244
16168,2626518,130018
16058,2635703,132723
14092,2634396,132420
14151,2635035,132638
15053,2624544,129225
14358,2634996,132601
15106,2631881,131603
14117,2634996,132601
16278,2631532,131436
15592,2631902,131621
12920,2634224,132321
14205,2634749,132519
15074,2626157,129876
11581,2629553,131053
15039,2627493,130360
14022,2634360,132388
15031,2628776,130699
14260,2634746,132516
15335,2635466,132700
12064,2629254,130906
15266,2631969,131686
16086,2635703,132725
12871,2630853,131261
12934,2634230,132327
12069,2629388,130986
15401,2624549,129231
15266,2631955,131674
14316,2626476,129980
15031,2633760,132170
15276,2628856,130708
15074,2627493,130359
14546,2624221,129061
15374,2635193,132661
14070,2635022,132624
16261,2627070,130204
15112,2624569,129250
