student_id,activity_id,swap_weight,group_id,new_group_id
16041,3268267,0,155877,0
17576,2897137,1,139772,0
17316,3277780,0,158421,0
15247,2904130,1,141977,0
17838,3271176,0,156634,0
17616,3269916,1,156262,0
15343,3270968,1,156559,0
5184,3279492,0,159960,0
16422,3270501,0,156426,0
17273,2897204,1,139839,0
15091,3277238,0,158299,0
16611,3271446,0,156710,0
17629,2901303,1,141041,0
14173,3272031,0,156881,0
15570,3281555,0,159659,0
15311,3272838,0,157124,0
16195,3275063,0,157615,0
15078,3269180,0,156046,0
16303,3275147,0,157701,0
16027,3275077,0,157629,0
17756,3277780,0,158423,0
14543,3268048,0,155758,0
15445,3267976,0,162326,0
16579,3274739,0,157487,0
15347,3277238,0,158297,0
16068,3275056,0,157611,0
17877,2901933,1,141130,0
15108,3277220,1,158286,0
12731,3275854,0,157820,0
16356,3279492,0,159960,0
12830,3276602,0,158085,0
16013,3272073,1,156923,0
15522,3272031,1,156889,0
16334,3270197,0,156327,0
17349,3271446,0,156707,0
15335,3272073,0,156921,0
16587,3275203,0,157755,0
16085,3281556,0,159660,0
14211,3276439,1,158028,0
15587,3275063,0,157616,0
16126,3275140,0,157691,0
15407,3275056,0,157608,0
14145,3272956,0,157164,0
14117,3274351,0,157363,0
17312,3271176,0,156603,0
15388,3276634,0,158112,0
17817,3269702,0,156216,0
16429,3268271,0,155881,0
16428,3279214,0,159533,0
15358,3275077,0,157627,0
16288,3275049,0,157602,0
14099,3283584,0,162213,0
16096,3275154,0,157704,0
16310,3275070,0,157620,0
16155,3276021,0,157913,0
18487,3277665,0,158403,0
15547,3268096,0,155781,0
19004,3268684,1,155998,0
17558,3268184,0,155802,0
18057,3268224,0,155842,0
16207,3268267,0,155879,0
16530,3275063,0,157618,0
17496,3277780,0,158424,0
14185,2897854,1,140062,0
18919,3279852,0,162312,0
16263,3275154,0,157704,0
15251,3269393,0,156133,0
17821,2901933,1,141130,0
17878,2901933,1,141130,0
14279,3276514,0,158066,0
14358,3274351,0,157363,0
12729,2902316,1,141203,0
15468,2897419,1,139853,0
16283,3272059,0,156915,0
17761,3268194,0,155812,0
16509,3275154,0,157705,0
17614,2901277,1,141015,0
16555,3272045,0,156901,0
19048,3272514,0,157094,0
16071,3269916,0,156262,0
19048,3277665,0,158406,0
11839,3274389,0,157376,0
17645,2897204,1,139839,0
15258,3271094,0,156597,0
11006,3277021,0,158223,0
15291,3281555,0,159659,0
14092,2903943,1,141888,0
16191,3275056,0,157611,0
11931,3275077,0,157628,0
17471,3275412,0,157777,0
16227,3277508,1,158381,0
12754,3269329,0,156094,0
17637,3277780,0,158421,0
17892,3271491,0,156738,0
15287,3277124,0,158250,0
15179,3272843,0,157127,0
15021,3277256,0,158319,0
18862,3278865,1,158558,0
17892,2897419,1,139853,0
16122,3277508,0,158382,0
17310,2897163,1,139798,0
14173,3275077,0,157627,0
16031,3275988,0,157879,0
17759,3268684,1,155997,0
15535,3277021,1,158223,0
15018,3272956,0,157164,0
16273,3268084,0,155772,0
16579,3281556,0,159660,0
17794,3274710,0,157450,0
14404,3274145,0,157271,0
17485,3274855,1,157584,0
12056,3277012,0,158213,0
16231,3270614,1,156466,0
13993,3272315,0,156987,0
10615,2897950,1,140133,0
16410,3275955,0,157853,0
14477,3270197,0,156329,0
15173,3277256,0,158313,0
17306,3275017,0,157592,0
15356,3270354,0,156407,0
15290,3275370,1,157769,0
15377,3275049,0,157602,0
16199,3275988,0,157886,0
17374,3269916,0,156259,0
17420,3271176,0,156640,0
17491,3277975,0,158439,0
18479,3277662,1,158399,0
17609,3271176,1,156641,0
17848,3274739,0,157465,0
16214,3268090,1,155776,0
17510,3275594,0,157788,0
