group_id,students_cnt,min,min_preferred,max,max_preferred
128944,14,11,11,14,14
128947,13,0,0,22,22
128949,13,0,0,22,22
128951,13,0,0,22,22
128953,13,0,0,22,22
128955,13,0,0,22,22
128959,7,7,7,8,8
128963,34,26,26,34,31
129010,64,56,56,69,69
129013,21,0,0,25,25
129014,17,0,0,25,25
129015,23,0,0,25,25
129017,27,0,0,27,25
129018,24,0,0,25,25
129019,19,0,0,25,25
129021,22,0,0,25,25
129022,24,0,0,25,25
129023,24,0,0,25,25
129027,168,147,147,180,180
129030,13,12,12,14,14
129031,13,12,12,14,14
129032,14,12,12,14,14
129033,12,12,12,14,14
129034,12,12,12,14,14
129035,13,12,12,14,14
129036,14,12,12,14,14
129037,12,12,12,14,14
129038,12,12,12,14,14
129039,14,12,12,14,14
129041,12,12,12,14,14
129042,12,12,12,14,14
129043,13,12,12,14,14
129044,12,12,12,14,14
129045,13,12,12,14,14
129046,13,12,12,14,14
129048,14,12,12,14,14
129049,14,12,12,14,14
129050,14,12,12,14,14
129052,11,11,12,14,14
129053,11,11,12,14,14
129054,13,12,12,14,14
129055,12,12,12,14,14
129056,14,12,12,14,14
129057,13,12,12,14,14
129058,14,12,12,14,14
129059,14,12,12,14,14
129061,14,12,12,14,14
129063,12,12,12,14,14
129064,12,12,12,14,14
129065,13,12,12,14,14
129066,12,12,12,14,14
129067,14,12,12,14,14
129068,14,12,12,14,14
129069,14,12,12,14,14
129070,14,12,12,14,14
129071,12,12,12,14,14
129072,14,12,12,14,14
129074,11,11,12,14,14
129075,14,12,12,14,14
129076,15,12,12,15,14
129077,14,12,12,14,14
129078,14,12,12,14,14
129079,14,12,12,14,14
129080,15,12,12,15,14
129081,14,12,12,14,14
129082,14,12,12,14,14
129083,14,12,12,14,14
129085,13,12,12,14,14
129086,13,12,12,14,14
129087,13,12,12,14,14
129088,13,12,12,14,14
129089,14,12,12,14,14
129090,14,12,12,14,14
129091,13,12,12,14,14
129092,11,11,12,14,14
129093,13,12,12,14,14
129094,13,12,12,14,14
129098,108,94,94,115,115
129101,23,0,0,28,28
129102,23,0,0,28,28
129103,23,0,0,28,28
129104,22,0,0,28,28
129105,23,0,0,28,28
129107,23,0,0,28,28
129108,21,0,0,28,28
129109,22,0,0,28,28
129110,24,0,0,28,28
129111,24,0,0,28,28
