group1_id,group2_id
128951,128953
128953,128951
129021,129818
129023,129125
129030,132578
129046,132598
129049,132316
129050,132601
129058,132610
129067,132622
129068,132624
129072,129823
129072,131198
129074,131040
129078,131244
129082,132466
129083,132487
129085,131290
129092,131040
129098,129161
129098,129208
129098,130052
129098,130138
129103,131176
129103,131614
129104,131421
129105,130441
129111,131667
129113,129196
129113,130112
129114,130743
129125,129023
129130,129132
129130,130358
129131,130143
129131,130194
129132,129130
129132,129321
129132,129322
129132,130015
129132,130358
129132,130369
129133,129328
129133,130196
129134,130195
129134,131785
129135,130195
129136,132724
129137,130195
129137,131751
129138,130272
129138,130512
129138,132718
129138,132724
129141,130369
129142,130016
129142,131178
129142,131179
129143,132718
129143,132724
129144,129831
129144,129845
129144,129964
129144,130048
129144,130194
129144,130195
129144,130359
129144,131749
129145,129947
129145,130143
129146,131421
129147,130369
129148,130195
129148,131171
129149,129831
129149,131170
129150,130221
129150,132719
129155,129949
129155,131751
129157,130414
129160,129435
129161,129098
129161,130272
129161,132724
129164,129167
129164,129949
129164,130017
129166,129948
129166,130016
129166,131161
129167,129164
129167,129239
129167,129949
129168,131170
129169,129947
129170,130358
129170,131421
129172,131170
129172,131176
129174,129947
129174,130364
129176,130194
129176,130227
129177,130395
129177,130396
129177,130397
129177,130398
129178,131170
129178,131176
129179,130194
129180,131751
129181,129242
129181,130181
129181,130291
129181,132719
129181,132725
129182,131161
129182,131163
129183,129947
129183,130015
129183,130226
129183,130369
129183,130440
129183,132748
129185,130369
129186,131170
129186,131176
129187,130194
129187,130195
129188,131422
129188,131751
129190,130408
129190,130409
129190,130410
129191,129985
129191,131176
129192,129321
129192,129862
129192,129948
129192,129949
129192,131162
129193,132718
129194,130194
129194,130520
129194,131749
129196,129113
129196,130418
129196,130419
129197,130421
129198,130299
129198,131176
129198,131177
129199,129949
129200,129947
129200,130018
129200,132748
129201,130235
129201,130369
129201,130541
129201,130543
129202,130370
129202,130371
129203,129996
129204,132718
129207,129947
129207,130018
129207,130245
129207,130364
129208,129098
129208,129947
129208,130009
129208,130248
129208,130251
129208,132718
129209,131170
129210,130370
129210,130371
129210,131170
129211,130369
129211,131421
129212,129949
129212,130016
129212,130370
129212,130371
129212,130426
129212,131161
129212,131162
129212,131164
129213,130194
129214,129221
129214,130015
129214,130132
129215,129321
129215,129322
129215,132704
129215,132719
129220,129221
129220,129797
129220,129925
129220,130277
129221,129214
129221,129220
129221,129925
129221,130277
129229,130359
129229,132699
129230,129850
129231,129848
129239,129167
129240,129853
129240,130177
129240,130287
129242,129181
129242,130291
129244,130186
129246,129875
129250,129938
129250,130309
129250,132699
129252,129328
129252,129881
129273,129723
129281,131349
129281,132621
129300,129309
129309,129300
129321,129132
129321,129192
129321,129215
129321,129322
129321,131908
129321,131909
129321,131910
129322,129132
129322,129215
129322,129321
129323,129803
129323,129806
129323,129807
129325,129959
129325,129966
129325,131170
129328,129133
129328,129252
129328,129329
129328,129802
129328,130160
129328,131786
129328,131788
129329,129328
129329,131786
129329,131788
129435,129160
129490,129803
129490,132014
129650,130941
129662,129669
129662,129671
129662,129677
129662,129678
129665,129666
129666,129665
129669,129662
129671,129662
129677,129662
129677,129678
129678,129662
129678,129677
129723,129273
129730,131315
129748,132466
129797,129220
129797,130143
129801,130358
129802,129328
129803,129323
129803,129490
129806,129323
129806,129807
129806,130358
129807,129323
129807,129806
129818,129021
129818,130907
129818,130912
129818,130927
129818,130936
129819,132574
129823,129072
129831,129144
129831,129149
129838,132664
129839,130359
129845,129144
129845,130359
129848,129231
129849,130143
129849,130144
129850,129230
129853,129240
129857,130177
129858,130358
129862,129192
129866,132699
129871,130185
129871,132748
129872,130187
129872,132767
129873,132767
129875,129246
129881,129252
129882,132703
129886,130360
129886,132228
129886,132772
129925,129220
129925,129221
129938,129250
129947,129145
129947,129169
129947,129174
129947,129183
129947,129200
129947,129207
129947,129208
129947,129958
129947,129974
129947,130004
129947,130005
129947,130009
129947,130204
129947,130213
129947,130219
129947,130228
129947,130239
129947,130245
129947,130248
129947,130272
129947,130395
129947,130397
129947,130398
129947,130417
129947,132101
129948,129166
129948,129192
129948,129949
129948,129955
129948,129991
129948,130000
129948,130008
129948,130236
129948,130404
129948,130409
129948,130420
129949,129155
129949,129164
129949,129167
129949,129192
129949,129199
129949,129212
129949,129948
129949,129955
129949,130000
129949,130008
129949,130211
129949,130232
129949,130236
129949,130290
129950,130217
129950,130250
129950,130311
129950,131593
129950,131605
129953,130369
129954,130370
129954,130371
129955,129948
129955,129949
129956,130195
129957,132699
129958,129947
129958,130369
129959,129325
129959,130194
129959,130210
129959,131170
129959,131579
129960,130369
129960,130399
129960,130400
129960,131170
129960,132700
129964,129144
129964,130194
129964,131170
129964,131177
129964,131749
129965,130404
129966,129325
129966,130194
129966,130222
129966,131170
129967,131171
129968,130370
129968,130371
129969,130223
129971,130194
129971,130222
129971,132702
129974,129947
129974,130369
129976,130370
129976,130371
129980,130196
129983,131171
129984,130195
129984,130196
129985,129191
129985,130194
129985,131170
129986,130194
129987,131171
129990,130369
129990,130440
129990,131170
129990,131177
129991,129948
129991,131171
129995,130194
129995,132702
129996,129203
129996,130194
129996,130238
129996,131170
130000,129948
130000,129949
130001,130370
130001,130371
130001,130420
130001,130421
130001,130423
130003,130369
130003,131906
130004,129947
130004,130369
130005,129947
130005,130245
130005,130369
130006,130246
130007,130370
130007,130371
130008,129948
130008,129949
130009,129208
130009,129947
130009,132718
130010,130196
130010,130250
130010,131171
130015,129132
130015,129183
130015,129214
130015,130018
130015,130025
130015,130034
130015,130042
130015,130054
130015,130058
130015,130067
130015,130068
130015,130075
130015,130077
130015,130081
130015,130092
130015,130112
130015,130132
130015,130134
130015,130359
130015,130369
130015,130439
130015,130511
130015,130512
130015,130534
130015,130541
130015,130558
130015,130709
130015,130733
130015,130739
130015,131592
130015,131624
130015,132663
130015,132698
130016,129142
130016,129166
130016,129212
130016,130017
130016,130039
130016,130043
130016,130069
130016,130071
130016,130083
130016,130101
130016,130127
130016,130358
130016,130407
130016,130481
130016,130705
130016,130731
130016,130745
130016,131418
130016,131419
130016,131421
130016,131586
130016,131591
130016,131595
130016,131601
130016,131609
130016,131613
130016,131615
130016,131622
130016,131623
130016,131669
130016,131670
130016,131676
130016,131680
130016,131681
130016,131682
130016,131684
130016,131690
130016,131708
130016,131709
130016,132130
130016,132705
130016,132725
130017,129164
130017,130016
130017,130028
130017,130057
130017,130069
130017,130070
130017,130072
130017,130083
130017,130084
130017,130090
130017,130101
130017,130109
130017,130125
130017,130136
130017,130422
130017,130547
130017,130708
130017,130734
130017,131436
130017,131584
130017,131595
130017,131603
130017,131613
130017,131621
130017,131669
130017,131670
130017,131680
130017,131682
130017,131684
130017,131686
130017,131693
130018,129200
130018,129207
130018,130015
130018,130025
130018,130034
130018,130052
130018,130054
130018,130075
130018,130081
130018,130091
130018,130092
130018,130126
130018,130359
130018,130360
130018,130378
130018,130430
130018,130440
130018,130453
130018,130474
130018,130475
130018,130477
130018,130511
130018,130512
130018,130534
130018,131420
130018,131435
130018,131447
130018,131448
130018,132142
130018,132175
130018,132698
130021,131176
130021,131748
130022,131179
130023,131179
130023,131422
130023,132703
130025,130015
130025,130018
130025,130439
130025,130440
130026,130439
130026,130440
130026,131176
130026,131177
130026,132700
130027,130499
130027,130501
130027,131581
130027,131602
130027,132122
130028,130017
130030,131580
130030,132122
130030,132131
130031,131421
130031,131748
130031,132702
130032,131748
130032,131749
130034,130015
130034,130018
130034,131748
130034,131749
130034,132698
130035,131179
130038,130439
130039,130016
130039,131421
130042,130015
130042,130439
