student_id,activity_id,swap_weight,group_id,new_group_id
11969,2271759,1,114496,0
14181,2275083,1,115499,0
15031,2277619,1,116301,0
16379,2270883,1,114364,0
14115,2276672,1,116002,0
15128,2275887,1,115808,0
16300,2272588,1,114837,0
15217,2268790,1,113853,0
16470,2268399,1,113688,0
11752,2269070,1,113907,0
12830,2271746,1,114483,0
15540,2271648,1,114471,0
15291,2277089,1,116146,0
16306,2270883,1,114364,0
15598,2270804,1,114285,0
15154,2272670,1,114881,0
15221,2277117,1,116174,0
16418,2268399,1,113688,0
12940,2274208,1,115176,0
16113,2272601,1,114850,0
11616,2269062,1,113899,0
16485,2273329,1,114939,0
14099,2276672,1,116002,0
16035,2268790,1,113853,0
15089,2271648,1,114471,0
14124,2271785,1,114522,0
14118,2271746,1,114483,0
15448,2270409,1,114206,0
14001,2276770,1,116014,0
12830,2271772,1,114509,0
14337,2271759,1,114496,0
11554,2275211,1,115576,0
13014,2275887,1,115808,0
16554,2272588,1,114837,0
11043,2272129,1,114628,0
16023,2270883,1,114364,0
15427,2277619,1,116301,0
14313,2274970,1,115436,0
15124,2277131,1,116188,0
15546,2269975,1,114101,0
14404,2274272,1,115215,0
12728,2271759,1,114496,0
14338,2271746,1,114483,0
14283,2277041,1,116123,0
15210,2277145,1,116202,0
14219,2275101,1,115517,0
14113,2277619,1,116301,0
16092,2268790,1,113853,0
15402,2268640,1,113703,0
16183,2272670,1,114881,0
15067,2277187,1,116244,0
12681,2274458,1,115275,0
14353,2276773,1,116017,0
15086,2275929,1,115850,0
12131,2268690,1,113753,0
15482,2277187,1,116244,0
15130,2271648,1,114471,0
15461,2277103,1,116160,0
15448,2270804,1,114285,0
15647,2275929,1,115850,0
12718,2275203,1,115568,0
14270,2275074,1,115490,0
15653,2272670,1,114881,0
16365,2268399,1,113688,0
11043,2272135,1,114634,0
15266,2277075,1,116132,0
16032,2270883,1,114364,0
14353,2276672,1,116002,0
9090,2269153,1,113965,0
12729,2273876,1,115058,0
14290,2274724,1,115340,0
16437,2268399,1,113688,0
15428,2272549,1,114798,0
14060,2275092,1,115508,0
15495,2271648,1,114471,0
14404,2275110,1,115526,0
16113,2270409,1,114206,0
12902,2277619,1,116301,0
16101,2272575,1,114824,0
16024,2272588,1,114837,0
