student_id,activity_id,req_group_id
14046,2274099,115134
15608,2277187,116249
16052,2272601,114851
15461,2272588,114842
14233,2277103,116172
14196,2274110,115147
14485,2275908,115835
14281,2277619,116307
16500,2272670,114883
16319,2272601,114852
15637,2271648,114472
16278,2268315,113609
13060,2274088,115126
15196,2271648,114475
11043,2272149,114650
13017,2274728,115345
15138,2275887,115811
15106,2277117,116178
14341,2276672,116004
15221,2277117,116175
15276,2275929,115852
16611,2270409,114230
14269,2275908,115831
15374,2277145,116214
14239,2274088,115128
15193,2275929,115854
16291,2270409,114218
15183,2270883,114369
16023,2268640,113711
16130,2268399,113694
11752,2269102,113944
15461,2268399,113689
16611,2270330,114166
15198,2277117,116176
12954,2275929,115852
14136,2274088,115120
15027,2269153,113975
16436,2268371,113685
10671,2269975,114103
16360,2272588,114846
14038,2271746,114485
13917,2275110,115530
15106,2277131,116192
16127,2270883,114367
14171,2274088,115126
14262,2275092,115512
16557,2268640,113727
16183,2270330,114167
16418,2268790,113856
14429,2269153,113976
16225,2270804,114338
14292,2276150,115897
14196,2274110,115144
16474,2270330,114171
16168,2272670,114882
16183,2268640,113742
16183,2270330,114155
16519,2268790,113860
14351,2277131,116189
16418,2268740,113849
15291,2277117,116187
16418,2272670,114884
16225,2272575,114836
16127,2273329,114942
11713,2276394,115953
16168,2268399,113690
15313,2277619,116302
12965,2276920,116091
16340,2273329,114943
15211,2269975,114103
16183,2270330,114201
14244,2271772,114517
15104,2275929,115854
16291,2268790,113854
15420,2271648,114475
16389,2270883,114365
16383,2272588,114845
16611,2272670,114883
15050,2271648,114473
13950,2275110,115534
16023,2268640,113744
14171,2274088,115127
14270,2275074,115496
14219,2274260,115206
14351,2277103,116164
16300,2270804,114325
16611,2270804,114342
16582,2273329,114940
15530,2277145,116204
14346,2277131,116200
16018,2268740,113829
14029,2276627,115984
15258,2272588,114843
14521,2276672,116005
16557,2268690,113773
16183,2270330,114203
12621,2275481,115649
11912,2272402,114753
15349,2277619,116304
14364,2276773,116018
16418,2268740,113843
16474,2268371,113671
14442,2276672,116004
11618,2276394,115953
11774,2275493,115660
15575,2277089,116148
16474,2270883,114367
11689,2275866,115798
16219,2272562,114812
16531,2273329,114944
16168,2272670,114883
15280,2268399,113691
16531,2268315,113625
14362,2274088,115122
16582,2272601,114853
14186,2276672,116004
12006,2274088,115124
12841,2275119,115541
14345,2270409,114215
16611,2268343,113644
