student_id,activity_id,swap_weight,group_id,new_group_id
12827,2022604,1,105370,0
15641,2019838,1,104639,0
15043,2018961,1,104397,0
14064,2023500,1,105698,0
12805,2026371,1,106516,0
15562,2019983,1,104683,0
11589,2026341,1,106486,0
15027,2023284,1,105633,0
15514,2016226,1,103351,0
15369,2026720,1,106577,0
15359,2019647,1,104556,0
12934,2025727,1,106333,0
12642,2023611,1,105809,0
15420,2018971,1,104407,0
15190,2018351,1,104155,0
13968,2023566,1,105764,0
15061,2020178,1,104722,0
12028,2021341,1,105211,0
15026,2018616,1,104229,0
13977,2025219,1,106163,0
11709,2017446,1,103893,0
12950,2023510,1,105708,0
12626,2026381,1,106526,0
11853,2026351,1,106496,0
14487,2019001,1,104437,0
11562,2020875,1,104945,0
11722,2025546,1,106264,0
12762,2026351,1,106496,0
15603,2018658,1,104271,0
12950,2023389,1,105688,0
11084,2016066,1,103266,0
12856,2023505,1,105703,0
11899,2025587,1,106268,0
12871,2023389,1,105688,0
12764,2016442,1,103466,0
13925,2025199,1,106143,0
15514,2016296,1,103421,0
15497,2024944,1,105989,0
15047,2019944,1,104644,0
15223,2019001,1,104437,0
15585,2023040,1,105515,0
11084,2016082,1,103282,0
13085,2016400,1,103449,0
13996,2018819,1,104356,0
14401,2019001,1,104437,0
14103,2019184,1,104469,0
15544,2020178,1,104722,0
9640,2017588,1,103922,0
15097,2016286,1,103411,0
13976,2018658,1,104271,0
13960,2019379,1,104538,0
13014,2023556,1,105754,0
12959,2020666,1,104861,0
13942,2016392,1,103441,0
12722,2021312,1,105182,0
14211,2017990,1,104010,0
14212,2018075,1,104070,0
11029,2025587,1,106268,0
12771,2020802,1,104922,0
11902,2026381,1,106526,0
12712,2020986,1,105006,0
11683,2017606,1,103940,0
11958,2026059,1,106405,0
14100,2023576,1,105774,0
11793,2026045,1,106391,0
13089,2018616,1,104229,0
14117,2020652,1,104847,0
12059,2016011,1,103236,0
11946,2026038,1,106384,0
14001,2016144,1,103319,0
14115,2018306,1,104110,0
11947,2026059,1,106405,0
14061,2020652,1,104847,0
14211,2018803,1,104340,0
11768,2021300,1,105170,0
11822,2026038,1,106384,0
14468,2020572,1,104840,0
12850,2019379,1,104538,0
13913,2018819,1,104356,0
12681,2026341,1,106486,0
10022,2023611,1,105809,0
11541,2026052,1,106398,0
14382,2025179,1,106123,0
11644,2020384,1,104802,0
14686,2023389,1,105688,0
14099,2020680,1,104875,0
12801,2021304,1,105174,0
11899,2025607,1,106288,0
11551,2026045,1,106391,0
13085,2016404,1,103453,0
11708,2026052,1,106398,0
14211,2018835,1,104372,0
13096,2019647,1,104556,0
14100,2020666,1,104861,0
12773,2021333,1,105203,0
12871,2023525,1,105723,0
11751,2016144,1,103319,0
12681,2022644,1,105410,0
15228,2018336,1,104140,0
10501,2017600,1,103934,0
14062,2025189,1,106133,0
10811,2020986,1,105006,0
15030,2023653,1,105814,0
12859,2026964,1,106623,0
13908,2026482,1,106552,0
11029,2025607,1,106288,0
12898,2019261,1,104508,0
15550,2018845,1,104382,0
15129,2018637,1,104250,0
15016,2023040,1,105515,0
11914,2026045,1,106391,0
15542,2025179,1,106123,0
11901,2026341,1,106486,0
15339,2019983,1,104683,0
12991,2023389,1,105688,0
15124,2018658,1,104271,0
11688,2026059,1,106405,0
11565,2017594,1,103928,0
14258,2026482,1,106552,0
14451,2020652,1,104847,0
15368,2018336,1,104140,0
12756,2017754,1,103962,0
15026,2019944,1,104644,0
15272,2018679,1,104292,0
12643,2025734,1,106340,0
11853,2026361,1,106506,0
15335,2023797,1,105832,0
11665,2025720,1,106326,0
15569,2026775,1,106583,0
14201,2023561,1,105759,0
12764,2016450,1,103474,0
11946,2021196,1,105141,0
14244,2025189,1,106133,0
15055,2018336,1,104140,0
12024,2022604,1,105370,0
10788,2025607,1,106288,0
12769,2026351,1,106496,0
12890,2026371,1,106516,0
12852,2026341,1,106486,0
11850,2018085,1,104080,0
15420,2018366,1,104170,0
11878,2017437,1,103884,0
11590,2026371,1,106516,0
11758,2026038,1,106384,0
15070,2023228,1,105577,0
14001,2020652,1,104847,0
15428,2021435,1,105280,0
14099,2023389,1,105688,0
11542,2026038,1,106384,0
12627,2026052,1,106398,0
10625,2026059,1,106405,0
15065,2018351,1,104155,0
15228,2018961,1,104397,0
12974,2023389,1,105688,0
